a,A
learn,larn
learn,memorise
learn,memorize
learn,read
learn,see
learn,study
learn,take
learn,teach
learn,watch
learned,conditioned
learned,erudite
learned,knowing
learned,knowledgeable
learned,lettered
learnedly,eruditely
learner,apprentice
learner,assimilator
learner,prentice
learner,scholar
learning,acquisition
learning,encyclopaedism
learning,encyclopedism
learning,eruditeness
learning,erudition
learning,learnedness
learning,scholarship
lease,charter
lease,engage
lease,hire
lease,let
lease,letting
lease,rent
lease,rental
lease,take
leased,chartered
leased,hired
leaseholder,lessee
leash,collar
leash,III
leash,lead
leash,rope
leash,tercet
leash,ternary
leash,ternion
leash,terzetto
leash,tether
leash,three
leash,threesome
leash,tierce
leash,trey
leash,triad
leash,trine
leash,trinity
leash,trio
leash,triplet
leash,troika
leastwise,leastways
leatherneck,Marine
leathery,coriaceous
leathery,leathered
leathery,leatherlike
leave,allow
leave,bequeath
leave,depart
leave,entrust
leave,exit
leave,farewell
leave,forget
leave,give
leave,impart
leave,lead
leave,parting
leave,provide
leave,result
leave,will
leaved,leafed
leaven,leavening
leaven,prove
leaven,raise
leavening,leaven
leaver,departer
leaver,goer
leaving,departure
leaving,going
lech,lecher
lech,letch
lech,satyr
lecher,lech
lecher,letch
lecher,satyr
lecture,berate
lecture,chide
lecture,jaw
lecture,lambast
lecture,lambaste
lecture,lecturing
lecture,rag
lecture,rebuke
lecture,remonstrate
lecture,reprimand
lecture,reproof
lecture,scold
lecture,speech
lecture,talk
lecture,trounce
lecturer,lector
lecturer,reader
lecturing,lecture
ledge,shelf
ledger,book
ledger,daybook
ledger,leger
lee,downwind
lee,leeward
leech,bleed
leech,bloodsucker
leech,hirudinean
leech,parasite
leech,phlebotomise
leech,phlebotomize
leech,sponge
leech,sponger
leek,scallion
leer,sneer
leery,mistrustful
leery,suspicious
leery,untrusting
leery,wary
leeward,lee
leeward,upwind
leeway,allowance
leeway,margin
leeway,tolerance
left,leftfield
left,leftover
left,odd
left,remaining
left,unexpended
leftist,collectivist
leftover,left
leftover,odd
leftover,remaining
leftover,remnant
leftover,unexpended
left-wing,leftist
lefty,lefthander
lefty,southpaw
leg,branch
leg,peg
leg,pegleg
leg,ramification
leg,stage
legacy,bequest
legal,effectual
legal,sound
legalization,legalisation
legalization,legitimation
legalize,decriminalise
legalize,decriminalize
legalize,legalise
legalize,legitimate
legalize,legitimatise
legalize,legitimatize
legalize,legitimise
legalize,legitimize
legally,lawfully
legation,legateship
legato,smooth
legend,caption
legend,fable
legendary,fabled
legerdemain,conjuration
legerdemain,deception
legerdemain,illusion
legerdemain,magic
legerdemain,thaumaturgy
legerdemain,trick
legging,leging
leghorn,boater
leghorn,Panama
leghorn,sailor
leghorn,skimmer
legibility,discernability
legibility,readability
legibly,decipherably
legibly,readably
legion,horde
legion,host
legion,numerous
legionary,legionnaire
legionnaire,legionary
legislate,pass
legislating,lawmaking
legislating,legislation
legislation,lawmaking
legislation,legislating
legitimacy,authenticity
legitimacy,genuineness
legitimate,decriminalise
legitimate,decriminalize
legitimate,lawful
legitimate,legalise
legitimate,legalize
legitimate,legitimatise
legitimate,legitimatize
legitimate,legitimise
legitimate,legitimize
legitimate,licit
legitimate,logical
legitimately,lawfully
legitimately,licitly
legitimation,legalisation
legitimation,legalization
legitimatize,decriminalise
legitimatize,decriminalize
legitimatize,legalise
legitimatize,legalize
legitimatize,legitimate
legitimatize,legitimatise
legitimatize,legitimise
legitimatize,legitimize
legitimize,decriminalise
legitimize,decriminalize
legitimize,legalise
legitimize,legalize
legitimize,legitimate
legitimize,legitimatise
legitimize,legitimatize
legitimize,legitimise
lei,chaplet
lei,coronal
lei,garland
lei,wreath
leisurely,easy
leisurely,easygoing
leitmotif,leitmotiv
leitmotiv,leitmotif
lemon,gamboge
lemon,maize
lemon,stinker
lemony,lemonlike
lemony,sourish
lemony,tangy
lemony,tart
lend,add
lend,bestow
lend,bring
lend,contribute
lend,impart
lend,loan
lender,loaner
lending,loaning
length,distance
length,duration
lengthened,elongated
lengthened,extended
lengthened,prolonged
lengthening,perpetuation
lengthening,prolongation
lengthening,protraction
lengthiness,continuation
lengthiness,extension
lengthiness,prolongation
lengthiness,protraction
lengthwise,lengthways
lengthwise,longitudinally
lengthwise,longways
lengthwise,longwise
lengthy,extended
lengthy,prolonged
lengthy,protracted
lenience,indulgence
lenience,leniency
lenience,lenity
lenience,mildness
leniency,indulgence
leniency,lenience
leniency,lenity
leniency,mildness
lenient,indulgent
lenient,soft
leniently,laxly
lenitive,alleviative
lenitive,alleviatory
lenitive,mitigative
lenitive,mitigatory
lenitive,palliative
lens,lense
lento,slowly
leotard,unitard
leotards,tights
leper,lazar
lesbian,sapphic
lesbian,tribade
lesbianism,sapphism
lesion,wound
lessee,leaseholder
lessen,decrease
lessen,diminish
lessen,fall
lessen,minify
lessen,subside
lessened,diminished
lessened,vitiated
lessened,weakened
lessening,decrease
lesson,example
lesson,moral
let,allow
let,countenance
let,get
let,have
let,lease
let,permit
let,rent
letch,lech
letch,lecher
letch,satyr
letdown,disappointment
lethal,deadly
lethality,deadliness
lethargic,unenrgetic
lethargically,unenergetically
lethargy,flatness
lethargy,inanition
lethargy,languor
lethargy,lassitude
lethargy,phlegm
lethargy,slackness
lethargy,sluggishness
letter,missive
lettered,knowing
lettered,knowledgeable
lettered,learned
lettering,inscription
letting,lease
letting,rental
lettuce,boodle
lettuce,bread
lettuce,cabbage
lettuce,clams
lettuce,dinero
lettuce,dough
lettuce,gelt
lettuce,kale
lettuce,lolly
lettuce,loot
lettuce,lucre
lettuce,moolah
lettuce,pelf
lettuce,scratch
lettuce,shekels
lettuce,simoleons
lettuce,sugar
lettuce,wampum
letup,lull
leucotomy,leukotomy
leucotomy,lobotomy
leukemia,leucaemia
leukemia,leukaemia
leukocyte,leucocyte
leukocyte,WBC
level,charge
level,degree
level,dismantle
level,even
level,flat
level,floor
level,flush
level,grade
level,layer
level,plane
level,point
level,rase
level,raze
level,stage
level,storey
level,story
level,stratum
level,tied
level,tier
level,unwavering
leveler,leveller
levelheaded,healthy
levelheaded,intelligent
levelheaded,sound
leveling,demolishing
leveling,equalisation
leveling,equalization
leveling,grading
leveling,razing
lever,jimmy
lever,prise
lever,prize
lever,pry
leverage,leveraging
leverage,purchase
leveraging,leverage
levitate,hover
levy,impose
levy,raise
levy,recruit
lewdly,obscenely
lexicographer,lexicologist
lexicographic,lexicographical
lexicographical,lexicographic
lexicon,dictionary
lexicon,vocabulary
liability,indebtedness
liable,apt
liable,nonimmune
liable,nonresistant
liable,unresistant
liaise,arbitrate
liaise,intercede
liaise,intermediate
liaise,mediate
liaison,affair
liaison,affaire
liaison,amour
liaison,contact
liaison,intimacy
liaison,involvement
liaison,link
liar,prevaricator
libber,feminist
libeler,backbiter
libeler,defamer
libeler,maligner
libeler,slanderer
libeler,traducer
libeler,vilifier
libelous,calumniatory
libelous,calumnious
libelous,defamatory
libelous,denigrating
libelous,denigrative
libelous,denigratory
libelous,libellous
libelous,slanderous
liberal,big
liberal,bighearted
liberal,bounteous
liberal,bountiful
liberal,broad
liberal,free
liberal,freehanded
liberal,giving
liberal,handsome
liberal,liberalist
liberal,loose
liberal,openhanded
liberal,progressive
liberal,tolerant
liberality,liberalness
liberalization,liberalisation
liberalization,relaxation
liberalize,liberalise
liberally,generously
liberally,munificently
liberate,emancipate
liberate,free
liberate,loose
liberate,release
liberate,unloose
liberate,unloosen
liberated,emancipated
liberation,discharge
liberation,dismissal
liberation,dismission
liberation,firing
liberation,freeing
liberation,release
liberation,sack
liberation,sacking
libertine,debauched
libertine,debauchee
libertine,degenerate
libertine,degraded
libertine,dissipated
libertine,dissolute
libertine,fast
libertine,profligate
libertine,riotous
libertine,rounder
liberty,autonomy
liberty,familiarity
liberty,impropriety
liberty,indecorum
librarian,bibliothec
license,certify
license,licence
license,permission
license,permit
licensed,accredited
licensed,commissioned
licensed,licenced
licit,lawful
licit,legitimate
licitly,lawfully
licitly,legitimately
lick,bat
lick,biff
lick,clobber
lick,clout
lick,cream
lick,drub
lick,lap
lick,poke
lick,punch
lick,slug
lick,solve
lick,thrash
lick,work
licking,beating
licking,defeat
licking,drubbing
licking,lacing
licking,thrashing
licking,trouncing
licking,whacking
licorice,liquorice
lid,chapeau
lid,eyelid
lid,hat
lid,palpebra
lidless,sleepless
lie,consist
lie,dwell
lie,prevarication
lie,rest
lief,fain
lief,gladly
liege,feudatory
liege,liegeman
liege,vassal
lien,spleen
lieu,place
lieu,position
lieu,stead
lieutenant,deputy
life,aliveness
life,animation
life,biography
life,lifespan
life,lifetime
life,liveliness
life,living
life,spirit
life,sprightliness
lifeguard,lifesaver
lifeless,exanimate
lifelessly,deadly
lifelessness,inanimateness
lifelessness,motionlessness
lifelessness,stillness
lifelike,graphic
lifelike,natural
lifelike,pictorial
lifelike,vivid
lifesaver,lifeguard
lifespan,life
lifespan,lifetime
lifetime,life
lifetime,lifespan
lift,abstract
lift,airlift
lift,annul
lift,arise
lift,cabbage
lift,countermand
lift,elevate
lift,elevation
lift,elevator
lift,facelift
lift,filch
lift,heave
lift,hoist
lift,hook
lift,nobble
lift,overturn
lift,pilfer
lift,pinch
lift,plagiarise
lift,plagiarize
lift,purloin
lift,raise
lift,raising
lift,rear
lift,repeal
lift,rescind
lift,reverse
lift,revoke
lift,rhytidectomy
lift,rhytidoplasty
lift,rise
lift,rustle
lift,snarf
lift,sneak
lift,swipe
lift,uprise
lift,vacate
lift,wind
lifted,upraised
lifter,booster
lifter,shoplifter
lifter,weightlifter
ligature,binder
ligature,tying
light,abstemious
light,alight
light,brightness
light,clean
light,clear
light,dismount
light,easy
light,faint
light,fall
light,idle
light,ignite
light,igniter
light,ignitor
light,illume
light,illuminate
light,illumination
light,illumine
light,lighter
light,lightheaded
light,lighting
light,lightly
light,lightness
light,lightsome
light,lite
light,loose
light,luminance
light,luminosity
light,luminousness
light,perch
light,promiscuous
light,scant
light,short
light,sluttish
light,spark
light,sparkle
light,swooning
light,tripping
light,twinkle
light,unaccented
light,unclouded
light,unhorse
light,wakeful
light,wanton
light,weak
lighted,illuminated
lighted,lit
lighten,brighten
lighten,relieve
lightening,whitening
lighter,barge
lighter,flatboat
lighter,hoy
lighter,igniter
lighter,ignitor
lighter,light
lightheaded,airheaded
lightheaded,dizzy
lightheaded,faint
lightheaded,featherbrained
lightheaded,giddy
lightheaded,light
lightheaded,silly
lightheaded,swooning
lighthearted,blithe
lighthearted,blithesome
lighthearted,lightsome
lightheartedness,carefreeness
lightheartedness,insouciance
lightheartedness,lightsomeness
lighthouse,beacon
lighthouse,pharos
lighting,firing
lighting,ignition
lighting,inflammation
lighting,kindling
lighting,light
lightly,gently
lightly,light
lightly,softly
lightly,thinly
lightness,agility
lightness,elation
lightness,legerity
lightness,light
lightness,lightsomeness
lightness,nimbleness
lightness,weightlessness
lightweight,jackanapes
lightweight,whippersnapper
likable,appealing
likable,likeable
likable,sympathetic
like,alike
like,care
like,comparable
like,corresponding
like,ilk
like,same
like,similar
like,wish
likeable,appealing
likeable,likable
likeable,sympathetic
likelihood,likeliness
likeliness,likelihood
likely,belike
likely,potential
likely,probable
likely,probably
liken,compare
liken,equate
likeness,alikeness
likeness,semblance
likeness,similitude
likewise,alike
likewise,also
likewise,besides
likewise,similarly
likewise,too
lilac,lavender
lilliputian,bantam
lilliputian,diminutive
lilliputian,fiddling
lilliputian,flyspeck
lilliputian,footling
lilliputian,little
lilliputian,midget
lilliputian,niggling
lilliputian,petite
lilliputian,petty
lilliputian,picayune
lilliputian,piddling
lilliputian,piffling
lilliputian,tiny
lilliputian,trivial
lilt,swing
lilting,swinging
lilting,swingy
lilting,tripping
limb,arm
limb,branch
limber,supple
limbo,oblivion
lime,basswood
lime,birdlime
lime,calx
lime,linden
lime,quicklime
limelight,glare
limelight,spotlight
limit,bound
limit,boundary
limit,circumscribe
limit,confine
limit,define
limit,demarcation
limit,determine
limit,fix
limit,limitation
limit,restrain
limit,restrict
limit,set
limit,specify
limit,throttle
limit,trammel
limitation,limit
limitation,restriction
limited,circumscribed
limited,express
limited,modified
limited,special
limiter,clipper
limiting,confining
limiting,constraining
limiting,constrictive
limiting,modification
limiting,qualifying
limiting,restricting
limitless,boundless
limitless,illimitable
limitless,measureless
limitless,unbounded
limitless,unlimited
limitlessness,boundlessness
limitlessness,infiniteness
limitlessness,infinitude
limitlessness,unboundedness
limn,delineate
limn,depict
limn,outline
limn,portray
limning,delineation
limning,depiction
limo,limousine
limousine,limo
limp,gimp
limp,hitch
limp,hobble
limp,wilted
limper,hobbler
limpid,crystalline
limpid,liquid
limpid,lucid
limpid,luculent
limpid,pellucid
limpid,perspicuous
limpid,transparent
limpidity,clarity
limpidity,clearness
limpidity,lucidity
limpidity,lucidness
limpidity,pellucidity
limpidity,pellucidness
limpidly,lucidly
limpidly,pellucidly
limpidly,perspicuously
limping,claudication
limping,gameness
limping,gimp
limping,gimpiness
limping,lameness
limpness,flabbiness
limpness,flaccidity
linage,lineage
linchpin,anchor
linchpin,backbone
linchpin,keystone
linchpin,lynchpin
linchpin,mainstay
linden,basswood
linden,lime
line,air
line,ancestry
line,argument
line,argumentation
line,billet
line,blood
line,bloodline
line,business
line,cable
line,channel
line,contrast
line,course
line,crease
line,crinkle
line,delineate
line,demarcation
line,descent
line,describe
line,draw
line,furrow
line,job
line,lineage
line,melody
line,note
line,occupation
line,origin
line,parentage
line,pedigree
line,pipeline
line,seam
line,stemma
line,stock
line,strain
line,trace
line,tune
line,wrinkle
lineage,ancestry
lineage,blood
lineage,bloodline
lineage,derivation
lineage,descent
lineage,filiation
lineage,linage
lineage,line
lineage,origin
lineage,parentage
lineage,pedigree
lineage,stemma
lineage,stock
lineal,direct
lineament,character
lineament,feature
lineament,quality
linear,additive
linear,analog
linear,analogue
linear,elongate
linear,running
lined,seamed
lineman,electrician
lineman,linesman
liner,lining
linesman,electrician
linesman,lineman
lineup,card
linger,dawdle
linger,footle
linger,hover
linger,lallygag
linger,loaf
linger,loiter
linger,lollygag
linger,lounge
linger,lurk
linger,tarry
lingerer,loiterer
lingering,tarriance
lingeringly,protractedly
lingo,argot
lingo,cant
lingo,jargon
lingo,patois
